0 3 3
0 0 6
3 0 3
0 3 3


0 3 3
3 0 3
0 0 0
0 3 3


0 3 3
0 0 0
-3 0 3
0 3 3


0 3 3
-3 0 3
0 0 6
0 3 3


0 -3 3
3 0 3
0 0 6
0 -3 3


0 -3 3
0 0 0
3 0 3
0 -3 3


0 -3 3
-3 0 3
0 0 0
0 -3 3


0 -3 3
0 0 6
-3 0 3
0 -3 3


0.075 2.89608 3
0.075 0 5.89608
-0.075 0 5.89608
-0.075 2.89608 3
0.075 2.89608 3


0 2.89608 2.925
2.89608 0 2.925
2.89608 0 3.075
0 2.89608 3.075
0 2.89608 2.925


-0.075 2.89608 3
-0.075 0 0.103923
0.075 0 0.103923
0.075 2.89608 3
-0.075 2.89608 3


0 2.89608 3.075
-2.89608 0 3.075
-2.89608 0 2.925
0 2.89608 2.925
0 2.89608 3.075


-0.075 -2.89608 3
-0.075 0 5.89608
0.075 0 5.89608
0.075 -2.89608 3
-0.075 -2.89608 3


0 -2.89608 3.075
2.89608 0 3.075
2.89608 0 2.925
0 -2.89608 2.925
0 -2.89608 3.075


0.075 -2.89608 3
0.075 0 0.103923
-0.075 0 0.103923
-0.075 -2.89608 3
0.075 -2.89608 3


0 -2.89608 2.925
-2.89608 0 2.925
-2.89608 0 3.075
0 -2.89608 3.075
0 -2.89608 2.925


0 0.075 5.89608
2.89608 0.075 3
2.89608 -0.075 3
0 -0.075 5.89608
0 0.075 5.89608


2.89608 0.075 3
0 0.075 0.103923
0 -0.075 0.103923
2.89608 -0.075 3
2.89608 0.075 3


0 0.075 0.103923
-2.89608 0.075 3
-2.89608 -0.075 3
0 -0.075 0.103923
0 0.075 0.103923


-2.89608 0.075 3
0 0.075 5.89608
0 -0.075 5.89608
-2.89608 -0.075 3
-2.89608 0.075 3


2.32795 -1.72508 4.38098
5.67205 -1.72508 4.38098
5.67205 -1.61902 4.27492
2.32795 -1.61902 4.27492
2.32795 -1.72508 4.38098


5.61902 -1.72508 4.32795
5.61902 -1.72508 7.67205
5.72508 -1.61902 7.67205
5.72508 -1.61902 4.32795
5.61902 -1.72508 4.32795


5.67205 -1.72508 7.61902
2.32795 -1.72508 7.61902
2.32795 -1.61902 7.72508
5.67205 -1.61902 7.72508
5.67205 -1.72508 7.61902


2.38098 -1.72508 7.67205
2.38098 -1.72508 4.32795
2.27492 -1.61902 4.32795
2.27492 -1.61902 7.67205
2.38098 -1.72508 7.67205


2.32795 1.61902 4.27492
5.67205 1.61902 4.27492
5.67205 1.72508 4.38098
2.32795 1.72508 4.38098
2.32795 1.61902 4.27492


5.72508 1.61902 4.32795
5.72508 1.61902 7.67205
5.61902 1.72508 7.67205
5.61902 1.72508 4.32795
5.72508 1.61902 4.32795


5.67205 1.61902 7.72508
2.32795 1.61902 7.72508
2.32795 1.72508 7.61902
5.67205 1.72508 7.61902
5.67205 1.61902 7.72508


2.27492 1.61902 7.67205
2.27492 1.61902 4.32795
2.38098 1.72508 4.32795
2.38098 1.72508 7.67205
2.27492 1.61902 7.67205


2.38098 -1.67205 4.27492
2.38098 1.67205 4.27492
2.27492 1.67205 4.38098
2.27492 -1.67205 4.38098
2.38098 -1.67205 4.27492


5.72508 -1.67205 4.38098
5.72508 1.67205 4.38098
5.61902 1.67205 4.27492
5.61902 -1.67205 4.27492
5.72508 -1.67205 4.38098


5.61902 -1.67205 7.72508
5.61902 1.67205 7.72508
5.72508 1.67205 7.61902
5.72508 -1.67205 7.61902
5.61902 -1.67205 7.72508


2.27492 -1.67205 7.61902
2.27492 1.67205 7.61902
2.38098 1.67205 7.72508
2.38098 -1.67205 7.72508
2.27492 -1.67205 7.61902


2.26795 -1.73205 7.73205
5.73205 -1.73205 7.73205
5.73205 1.73205 7.73205
2.26795 1.73205 7.73205
2.26795 -1.73205 7.73205


5.73205 -1.73205 4.26795
2.26795 -1.73205 4.26795
2.26795 1.73205 4.26795
5.73205 1.73205 4.26795
5.73205 -1.73205 4.26795


5.73205 -1.73205 7.73205
5.73205 -1.73205 4.26795
5.73205 1.73205 4.26795
5.73205 1.73205 7.73205
5.73205 -1.73205 7.73205


2.26795 -1.73205 7.73205
2.26795 1.73205 7.73205
2.26795 1.73205 4.26795
2.26795 -1.73205 4.26795
2.26795 -1.73205 7.73205


2.26795 1.73205 7.73205
5.73205 1.73205 7.73205
5.73205 1.73205 4.26795
2.26795 1.73205 4.26795
2.26795 1.73205 7.73205


2.26795 -1.73205 4.26795
5.73205 -1.73205 4.26795
5.73205 -1.73205 7.73205
2.26795 -1.73205 7.73205
